queue_index,proposed_id,source_file,line_number,source_type,score,readiness,readiness_reason,domain_family,semantic_kind,semantic_context,duplicate_status,wolfram_status,candidate_equation,wolfram_form_hint,formation_method,formation_inputs,formation_note,source_tag
815,NEXT+0815,_KleisliCategoryNon-DeterministicComputationMonads.txt,23,line,3,review,needs human equation boundary check,category_type_theory,Topos,### **§Ⅰ. Foundational Parallel Execution Topos: Work-Stealing Deque Algebra**,new_or_nonexact,file_has_parse_clean_wolfram,pivot = Floor[Length[deque]/2];,^pivot = Floor[Length[deque]/2];,Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 23; staged only, not minted.",PHONE2
816,NEXT+0816,_KleisliCategoryNon-DeterministicComputationMonads.txt,40,line,3,review,needs human equation boundary check,category_type_theory,Topos,### **§Ⅰ. Foundational Parallel Execution Topos: Work-Stealing Deque Algebra**,new_or_nonexact,file_has_parse_clean_wolfram,"top = AtomicInteger[0],","^top = AtomicInteger[0],",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 40; staged only, not minted.",PHONE2
817,NEXT+0817,_KleisliCategoryNon-DeterministicComputationMonads.txt,41,line,3,review,needs human equation boundary check,category_type_theory,Topos,### **§Ⅰ. Foundational Parallel Execution Topos: Work-Stealing Deque Algebra**,new_or_nonexact,file_has_parse_clean_wolfram,"bottom = AtomicInteger[0],","^bottom = AtomicInteger[0],",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 41; staged only, not minted.",PHONE2
818,NEXT+0818,_KleisliCategoryNon-DeterministicComputationMonads.txt,48,line,3,review,needs human equation boundary check,category_type_theory,Topos,### **§Ⅰ. Foundational Parallel Execution Topos: Work-Stealing Deque Algebra**,new_or_nonexact,file_has_parse_clean_wolfram,"If[size >= array.length[] - 1,","^If[size >= array.length[] - 1,",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 48; staged only, not minted.",PHONE2
819,NEXT+0819,_KleisliCategoryNon-DeterministicComputationMonads.txt,61,line,3,review,needs human equation boundary check,category_type_theory,Topos,### **§Ⅰ. Foundational Parallel Execution Topos: Work-Stealing Deque Algebra**,new_or_nonexact,file_has_parse_clean_wolfram,task = array.get[b & (array.length[] - 1)];,^task = array.get[b & (array.length[] - 1)];,Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 61; staged only, not minted.",PHONE2
820,NEXT+0820,_KleisliCategoryNon-DeterministicComputationMonads.txt,76,line,3,review,needs human equation boundary check,category_type_theory,Topos,### **§Ⅰ. Foundational Parallel Execution Topos: Work-Stealing Deque Algebra**,new_or_nonexact,file_has_parse_clean_wolfram,task = array.get[t & (array.length[] - 1)];,^task = array.get[t & (array.length[] - 1)];,Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 76; staged only, not minted.",PHONE2
821,NEXT+0821,_KleisliCategoryNon-DeterministicComputationMonads.txt,124,line,3,review,weak equation signal,category_type_theory,Monad,"Monad → WorkStealingMonad,",new_or_nonexact,file_has_parse_clean_wolfram,"IntraCore → Latency[~0.5ns],","^IntraCore → Latency[~0.5ns],",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 124; staged only, not minted.",PHONE2
822,NEXT+0822,_KleisliCategoryNon-DeterministicComputationMonads.txt,125,line,3,review,weak equation signal,category_type_theory,Monad,"Monad → WorkStealingMonad,",new_or_nonexact,file_has_parse_clean_wolfram,"IntraSocket → Latency[~10ns],","^IntraSocket → Latency[~10ns],",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 125; staged only, not minted.",PHONE2
823,NEXT+0823,_KleisliCategoryNon-DeterministicComputationMonads.txt,126,line,3,review,weak equation signal,category_type_theory,Monad,"Monad → WorkStealingMonad,",new_or_nonexact,file_has_parse_clean_wolfram,"InterSocket → Latency[~100ns],","^InterSocket → Latency[~100ns],",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 126; staged only, not minted.",PHONE2
824,NEXT+0824,_KleisliCategoryNon-DeterministicComputationMonads.txt,127,line,3,review,weak equation signal,category_type_theory,Monad,"Monad → WorkStealingMonad,",new_or_nonexact,file_has_parse_clean_wolfram,RemoteMemory → Latency[~300ns],^RemoteMemory → Latency[~300ns],Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 127; staged only, not minted.",PHONE2
825,NEXT+0825,_KleisliCategoryNon-DeterministicComputationMonads.txt,166,line,3,review,needs human equation boundary check,category_type_theory,SemanticNote,"Proof := ∀T,C: f[T] ⊆ C ⟺ T ⊆ g[C]",new_or_nonexact,file_has_parse_clean_wolfram,"x[i,c] * x[j,c'] <= Compatible[c,c'], ∀(i,j) ∈ CommunicatingPairs","^x[i,c] * x[j,c'] <= Compatible[c,c'], ∀(i,j) ∈ CommunicatingPairs",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 166; staged only, not minted.",PHONE2
826,NEXT+0826,_KleisliCategoryNon-DeterministicComputationMonads.txt,245,line,3,review,needs human equation boundary check,category_type_theory,Protocol,(* Cache Coherency Protocol Model *),new_or_nonexact,file_has_parse_clean_wolfram,"{C, n2 = n/2},","^{C, n2 = n/2},",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 245; staged only, not minted.",PHONE2
827,NEXT+0827,_KleisliCategoryNon-DeterministicComputationMonads.txt,253,line,3,review,needs human equation boundary check,category_type_theory,Protocol,(* Cache Coherency Protocol Model *),new_or_nonexact,file_has_parse_clean_wolfram,"{A11, A12, A21, A22} = Quadrants[A];","^{A11, A12, A21, A22} = Quadrants[A];",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 253; staged only, not minted.",PHONE2
828,NEXT+0828,_KleisliCategoryNon-DeterministicComputationMonads.txt,254,line,3,review,needs human equation boundary check,category_type_theory,Protocol,(* Cache Coherency Protocol Model *),new_or_nonexact,file_has_parse_clean_wolfram,"{B11, B12, B21, B22} = Quadrants[B];","^{B11, B12, B21, B22} = Quadrants[B];",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 254; staged only, not minted.",PHONE2
829,NEXT+0829,_KleisliCategoryNon-DeterministicComputationMonads.txt,257,line,3,review,needs human equation boundary check,category_type_theory,Protocol,(* Cache Coherency Protocol Model *),new_or_nonexact,file_has_parse_clean_wolfram,"C11 = RecursiveMultiply[A11, B11, n2] +","^C11 = RecursiveMultiply[A11, B11, n2] +",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 257; staged only, not minted.",PHONE2
830,NEXT+0830,_KleisliCategoryNon-DeterministicComputationMonads.txt,259,line,3,review,needs human equation boundary check,category_type_theory,Protocol,(* Cache Coherency Protocol Model *),new_or_nonexact,file_has_parse_clean_wolfram,"C12 = RecursiveMultiply[A11, B12, n2] +","^C12 = RecursiveMultiply[A11, B12, n2] +",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 259; staged only, not minted.",PHONE2
831,NEXT+0831,_KleisliCategoryNon-DeterministicComputationMonads.txt,261,line,3,review,needs human equation boundary check,category_type_theory,Protocol,(* Cache Coherency Protocol Model *),new_or_nonexact,file_has_parse_clean_wolfram,"C21 = RecursiveMultiply[A21, B11, n2] +","^C21 = RecursiveMultiply[A21, B11, n2] +",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 261; staged only, not minted.",PHONE2
832,NEXT+0832,_KleisliCategoryNon-DeterministicComputationMonads.txt,263,line,3,review,needs human equation boundary check,category_type_theory,Protocol,(* Cache Coherency Protocol Model *),new_or_nonexact,file_has_parse_clean_wolfram,"C22 = RecursiveMultiply[A21, B12, n2] +","^C22 = RecursiveMultiply[A21, B12, n2] +",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 263; staged only, not minted.",PHONE2
833,NEXT+0833,_KleisliCategoryNon-DeterministicComputationMonads.txt,280,line,3,review,needs human equation boundary check,category_type_theory,Protocol,(* Cache Coherency Protocol Model *),new_or_nonexact,file_has_parse_clean_wolfram,"L1Size = 32KB,","^L1Size = 32KB,",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 280; staged only, not minted.",PHONE2
834,NEXT+0834,_KleisliCategoryNon-DeterministicComputationMonads.txt,281,line,3,review,needs human equation boundary check,category_type_theory,Protocol,(* Cache Coherency Protocol Model *),new_or_nonexact,file_has_parse_clean_wolfram,"L2Size = 256KB,","^L2Size = 256KB,",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 281; staged only, not minted.",PHONE2
835,NEXT+0835,_KleisliCategoryNon-DeterministicComputationMonads.txt,282,line,3,review,needs human equation boundary check,category_type_theory,Protocol,(* Cache Coherency Protocol Model *),new_or_nonexact,file_has_parse_clean_wolfram,"L3Size = 8MB,","^L3Size = 8MB,",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 282; staged only, not minted.",PHONE2
836,NEXT+0836,_KleisliCategoryNon-DeterministicComputationMonads.txt,285,line,3,review,needs human equation boundary check,category_type_theory,Protocol,(* Cache Coherency Protocol Model *),new_or_nonexact,file_has_parse_clean_wolfram,"WorkingSetSize = 3 * ChunkSize * ElementSize, (* A, B, C tiles *)","^WorkingSetSize = 3 * ChunkSize * ElementSize, (* A, B, C tiles *)",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 285; staged only, not minted.",PHONE2
837,NEXT+0837,_KleisliCategoryNon-DeterministicComputationMonads.txt,289,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,"WorkingSetSize <= 0.8 * L1Size, (* Leave room for stack *)","^WorkingSetSize <= 0.8 * L1Size, (* Leave room for stack *)",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 289; staged only, not minted.",PHONE2
838,NEXT+0838,_KleisliCategoryNon-DeterministicComputationMonads.txt,297,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,ChunkSize = 64 (* Typically optimal for double precision */,^ChunkSize = 64 (* Typically optimal for double precision */,Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 297; staged only, not minted.",PHONE2
839,NEXT+0839,_KleisliCategoryNon-DeterministicComputationMonads.txt,312,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,tree[[2^(l+1)*k + 2^l]] =,^tree[[2^(l+1)*k + 2^l]] =,Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 312; staged only, not minted.",PHONE2
840,NEXT+0840,_KleisliCategoryNon-DeterministicComputationMonads.txt,324,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,left = 2^(l+1)*k;,^left = 2^(l+1)*k;,Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 324; staged only, not minted.",PHONE2
841,NEXT+0841,_KleisliCategoryNon-DeterministicComputationMonads.txt,325,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,right = left + 2^l;,^right = left + 2^l;,Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 325; staged only, not minted.",PHONE2
842,NEXT+0842,_KleisliCategoryNon-DeterministicComputationMonads.txt,365,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,Boundary → 0 (* Non-negative queue length *),^Boundary → 0 (* Non-negative queue length *),Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 365; staged only, not minted.",PHONE2
843,NEXT+0843,_KleisliCategoryNon-DeterministicComputationMonads.txt,375,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,"P_max[m] = (1 - (1 - 1/n)^d)^m - (1 - 2/n)^(d*m),","^P_max[m] = (1 - (1 - 1/n)^d)^m - (1 - 2/n)^(d*m),",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 375; staged only, not minted.",PHONE2
844,NEXT+0844,_KleisliCategoryNon-DeterministicComputationMonads.txt,378,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,"E_max = Log[n]/Log[d] + O[1],","^E_max = Log[n]/Log[d] + O[1],",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 378; staged only, not minted.",PHONE2
845,NEXT+0845,_KleisliCategoryNon-DeterministicComputationMonads.txt,381,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,P[MaxLoad > E_max + t] <= n * Exp[-d * t²/(2n)],^P[MaxLoad > E_max + t] <= n * Exp[-d * t²/(2n)],Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 381; staged only, not minted.",PHONE2
846,NEXT+0846,_KleisliCategoryNon-DeterministicComputationMonads.txt,385,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,d_optimal = 2 (* Two-choice paradigm *),^d_optimal = 2 (* Two-choice paradigm *),Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 385; staged only, not minted.",PHONE2
847,NEXT+0847,_KleisliCategoryNon-DeterministicComputationMonads.txt,400,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,c_i = Max[|E[Φ | ball i → bin j] - E[Φ | ball i → bin k]|],^c_i = Max[|E[Φ | ball i → bin j] - E[Φ | ball i → bin k]|],Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 400; staged only, not minted.",PHONE2
848,NEXT+0848,_KleisliCategoryNon-DeterministicComputationMonads.txt,415,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,P_wait = (p*ρ)^p/(p!(1-ρ)) /,^P_wait = (p*ρ)^p/(p!(1-ρ)) /,Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 415; staged only, not minted.",PHONE2
849,NEXT+0849,_KleisliCategoryNon-DeterministicComputationMonads.txt,419,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,"W_avg = 1/μ + P_wait/(p*μ*(1-ρ)),","^W_avg = 1/mu + P_wait/(p*mu*(1-ρ)),",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 419; staged only, not minted.",PHONE2
850,NEXT+0850,_KleisliCategoryNon-DeterministicComputationMonads.txt,422,line,3,review,needs human equation boundary check,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,P[W > t] = P_wait * Exp[-(p*μ*(1-ρ))*t],^P[W > t] = P_wait * Exp[-(p*mu*(1-ρ))*t],Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 422; staged only, not minted.",PHONE2
851,NEXT+0851,_KleisliCategoryNon-DeterministicComputationMonads.txt,425,line,3,review,weak equation signal,category_type_theory,Constraint,(* Constraint satisfaction *),new_or_nonexact,file_has_parse_clean_wolfram,"Distribution[PDF → p[t], CDF → F[t], Mean → W_avg]","^Distribution[PDF → p[t], CDF → F[t], Mean → W_avg]",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 425; staged only, not minted.",PHONE2
852,NEXT+0852,_KleisliCategoryNon-DeterministicComputationMonads.txt,448,line,3,review,needs human equation boundary check,category_type_theory,Invariant,(* Global Invariant Preservation *),new_or_nonexact,file_has_parse_clean_wolfram,"InvariantPreservation := ∀ i, ∀ s_i in C_i:","^InvariantPreservation := ∀ i, ∀ s_i in C_i:",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 448; staged only, not minted.",PHONE2
853,NEXT+0853,_KleisliCategoryNon-DeterministicComputationMonads.txt,456,line,3,review,needs human equation boundary check,category_type_theory,Invariant,(* Global Invariant Preservation *),new_or_nonexact,file_has_parse_clean_wolfram,"H = Sequence[op_1[t_1], op_2[t_2], ..., op_n[t_n]],","^H = Sequence[op_1[t_1], op_2[t_2], ..., op_n[t_n]],",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 456; staged only, not minted.",PHONE2
854,NEXT+0854,_KleisliCategoryNon-DeterministicComputationMonads.txt,477,line,3,review,needs human equation boundary check,category_type_theory,SemanticNote,(* Proof obligation *),new_or_nonexact,file_has_parse_clean_wolfram,"VC[thread_i] = Table[0, {j, 1, NumThreads}],","^VC[thread_i] = Table[0, {j, 1, NumThreads}],",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 477; staged only, not minted.",PHONE2
855,NEXT+0855,_KleisliCategoryNon-DeterministicComputationMonads.txt,526,line,3,review,needs human equation boundary check,category_type_theory,SemanticNote,(* Proof obligation *),new_or_nonexact,file_has_parse_clean_wolfram,"Safety == □(TotalTasks = InitialTasks),","^Safety == □(TotalTasks = InitialTasks),",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 526; staged only, not minted.",PHONE2
856,NEXT+0856,_KleisliCategoryNon-DeterministicComputationMonads.txt,546,line,3,review,needs human equation boundary check,category_type_theory,SemanticNote,(* Proof obligation *),new_or_nonexact,file_has_parse_clean_wolfram,"1/((1-f) + f/p + κ*Log[p]), (* κ = communication overhead *)","^1/((1-f) + f/p + κ*Log[p]), (* κ = communication overhead *)",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 546; staged only, not minted.",PHONE2
857,NEXT+0857,_KleisliCategoryNon-DeterministicComputationMonads.txt,578,line,3,review,needs human equation boundary check,category_type_theory,SemanticNote,(* Proof obligation *),new_or_nonexact,file_has_parse_clean_wolfram,"Weights → 1/VarianceEstimate,","^Weights → 1/VarianceEstimate,",Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 578; staged only, not minted.",PHONE2
858,NEXT+0858,_KleisliCategoryNon-DeterministicComputationMonads.txt,579,line,3,review,weak equation signal,category_type_theory,SemanticNote,(* Proof obligation *),new_or_nonexact,file_has_parse_clean_wolfram,ConfidenceLevel → 0.95,^ConfidenceLevel → 0.95,Phone2 corpus extraction,_KleisliCategoryNon-DeterministicComputationMonads.txt,"Extracted from D:\Phone2 line 579; staged only, not minted.",PHONE2
859,NEXT+0859,_Markdown.txt,15,line,3,review,needs human equation boundary check,general_math,,,new_or_nonexact,file_has_parse_clean_wolfram,"listMap = {""*"" -> ""\\item"", ""1."" -> ""\\item""}","^listMap = {""*"" -> ""item"", ""1."" -> ""item""}",Phone2 corpus extraction,_Markdown.txt,"Extracted from D:\Phone2 line 15; staged only, not minted.",PHONE2
860,NEXT+0860,bbmap2.txt,32,line,3,review,weak equation signal,general_math,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,Thread[Range[76800] →,^Thread[Range[76800] →,Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 32; staged only, not minted.",PHONE2
861,NEXT+0861,bbmap2.txt,42,line,3,review,needs human equation boundary check,quantum_entanglement,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,"clientBit = BitXor[serverBit, 1]; (* Antipodal entanglement *)","^clientBit = BitXor[serverBit, 1]; (* Antipodal entanglement *)",Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 42; staged only, not minted.",PHONE2
862,NEXT+0862,bbmap2.txt,45,line,3,review,needs human equation boundary check,general_math,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,channelCapacity = Log2[1 +,^channelCapacity = Log2[1 +,Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 45; staged only, not minted.",PHONE2
863,NEXT+0863,bbmap2.txt,54,line,3,review,needs human equation boundary check,general_math,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,"""Capacity"" → Quantity[channelCapacity * 10^9, ""Bits""/""Second""],","^""Capacity"" → Quantity[channelCapacity * 10^9, ""Bits""/""Second""],",Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 54; staged only, not minted.",PHONE2
864,NEXT+0864,bbmap2.txt,55,line,3,review,weak equation signal,general_math,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,"""BeamDirection"" → sphericalHarmonics[[1, 1, i]]","^""BeamDirection"" → sphericalHarmonics[[1, 1, i]]",Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 55; staged only, not minted.",PHONE2
865,NEXT+0865,bbmap2.txt,67,line,3,review,needs human equation boundary check,signal_wave,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,"""SpectralEfficiency"" → throughput/Quantity[28, ""Gigahertz""],","^""SpectralEfficiency"" → throughput/Quantity[28, ""Gigahertz""],",Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 67; staged only, not minted.",PHONE2
866,NEXT+0866,bbmap2.txt,69,line,3,review,needs human equation boundary check,quantum_entanglement,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,"""EntanglementFidelity"" → Mean[Cos[π Range[76800]/76800]^2]","^""EntanglementFidelity"" → Mean[Cos[Pi Range[76800]/76800]^2]",Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 69; staged only, not minted.",PHONE2
867,NEXT+0867,bbmap2.txt,78,line,3,review,needs human equation boundary check,general_math,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,"""RealWorldExample"" → ""5G/6G Base Station (Tokyo Dense Urban)"",","^""RealWorldExample"" → ""5G/6G Base Station (Tokyo Dense Urban)"",",Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 78; staged only, not minted.",PHONE2
868,NEXT+0868,bbmap2.txt,79,line,3,review,weak equation signal,general_math,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,"""AntennaConfiguration"" → ""64×64 Massive MIMO"",","^""AntennaConfiguration"" → ""64×64 Massive MIMO"",",Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 79; staged only, not minted.",PHONE2
869,NEXT+0869,bbmap2.txt,80,line,3,review,weak equation signal,signal_wave,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,"""FrequencyBand"" → Quantity[28, ""Gigahertz""],","^""FrequencyBand"" → Quantity[28, ""Gigahertz""],",Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 80; staged only, not minted.",PHONE2
870,NEXT+0870,bbmap2.txt,81,line,3,review,weak equation signal,general_math,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,"""CoverageRadius"" → Quantity[500, ""Meters""],","^""CoverageRadius"" → Quantity[500, ""Meters""],",Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 81; staged only, not minted.",PHONE2
871,NEXT+0871,bbmap2.txt,82,line,3,review,needs human equation boundary check,general_math,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,"""SimultaneousUsers"" → 76800, (* One per antipodal axis *)","^""SimultaneousUsers"" → 76800, (* One per antipodal axis *)",Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 82; staged only, not minted.",PHONE2
872,NEXT+0872,bbmap2.txt,83,line,3,review,needs human equation boundary check,general_math,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,"""PeakThroughput"" → Quantity[1.2, ""Terabits""/""Second""],","^""PeakThroughput"" → Quantity[1.2, ""Terabits""/""Second""],",Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 83; staged only, not minted.",PHONE2
873,NEXT+0873,bbmap2.txt,84,line,3,review,weak equation signal,quantum_entanglement,Functor,(* Categorical Functor: 𝓕 : Antenna₅G → DAANSsphere ⊗ BYOB *),new_or_nonexact,file_has_parse_clean_wolfram,"""LatencyReduction"" → ""47% via entangled precoding""","^""LatencyReduction"" → ""47% via entangled precoding""",Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 84; staged only, not minted.",PHONE2
874,NEXT+0874,bbmap2.txt,111,line,3,review,needs human equation boundary check,general_math,Prediction,"Typed[timeHorizon, ""Real64""] (* Prediction horizon *)",new_or_nonexact,file_has_parse_clean_wolfram,position = vehicle[[1;;3]];,^position = vehicle[[1;;3]];,Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 111; staged only, not minted.",PHONE2
875,NEXT+0875,bbmap2.txt,112,line,3,review,needs human equation boundary check,general_math,Prediction,"Typed[timeHorizon, ""Real64""] (* Prediction horizon *)",new_or_nonexact,file_has_parse_clean_wolfram,velocity = vehicle[[4;;6]];,^velocity = vehicle[[4;;6]];,Phone2 corpus extraction,bbmap2.txt,"Extracted from D:\Phone2 line 112; staged only, not minted.",PHONE2
